unidade,adm2_nome,papel,ano,area_primeira_deteccao_km2,n_pixels,selo,nivel_fonte,fonte,nota
tete_aoi,Cidade de Tete,tratada,1997,0.36145263542214534,402,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,1998,0.9495644056458259,1056,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,1999,0.13050071397664154,145,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2000,0.4885191200836121,543,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2001,0.5554865917295202,618,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2002,1.2449081267508568,1385,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2003,1.4509618856613435,1614,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2004,0.9675941095504935,1076,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2005,0.4516011549454832,502,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2006,1.5170707999784578,1688,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2007,0.22751769213032902,253,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2008,0.9426959470154764,1049,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2009,2.2021995483558263,2450,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2010,1.997004346774133,2221,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2011,3.0410100585872653,3383,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2012,2.1927554177390953,2439,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2013,1.3556620221652433,1508,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2014,2.2245220389044618,2474,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
tete_aoi,Cidade de Tete,tratada,2015,1.7660524253286294,1964,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1985,17.354134677107325,19304,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1986,0.0,0,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1987,0.0,0,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1988,0.026184083276079385,29,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1989,2.0947266620863507,2330,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1990,1.0541205138240992,1173,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1991,0.24579252365610005,273,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1992,0.2905588595797196,323,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1993,0.4392168807600413,489,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1994,0.3952951926840372,440,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1995,0.11487210727570311,128,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1996,0.24241393226563818,270,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1997,0.33701449119857013,375,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1998,0.9189768582056249,1022,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,1999,0.5363513832358197,597,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2000,0.7610277107015331,847,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2001,0.6486895469686764,722,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2002,0.24072463657040727,268,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2003,1.223050083347192,1360,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2004,1.2238947311948074,1361,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2005,0.5050994128740475,562,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2006,1.443503171574828,1606,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2007,0.7492026408349166,833,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2008,1.2551467015565796,1396,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2009,1.7501103402592415,1947,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2010,0.9088410840342394,1011,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2011,2.002660046696265,2228,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2012,0.671495038854294,747,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2013,2.2737920057808294,2529,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2014,1.4012707791940548,1559,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
chimoio,Cidade de Chimoio,controle,2015,0.715416726930298,796,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1985,8.2291413316994,9154,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1986,0.0,0,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1987,0.0,0,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1988,0.22121347665858604,246,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1989,1.2217790480066522,1359,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1990,0.37606291031959627,418,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1991,0.3530907415896662,393,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1992,0.3667038786148099,408,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1993,0.4424269533171721,492,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1994,0.10975591726522153,122,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1995,0.10635263300893559,118,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1996,0.19228556048015555,214,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1997,0.2892791617843048,322,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1998,0.2909808039124478,324,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,1999,0.21270526601787118,237,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2000,0.279069309015447,310,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2001,0.359897310102238,400,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2002,0.222915118786729,248,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2003,0.8159374004445539,908,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2004,0.5249565965321061,584,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2005,1.0192836347576388,1134,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2006,0.7010765567949034,780,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2007,0.6687453563601871,744,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2008,0.5726025761201092,637,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2009,0.5130451016351053,571,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2010,0.8099816529960535,901,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2011,0.11230838045743599,125,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2012,0.26545617199030325,295,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2013,0.2577987824136599,287,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2014,0.279069309015447,310,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
quelimane,Quelimane,controle,2015,0.43902366906088613,488,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
lichinga,Cidade de Lichinga,controle,1985,18.55451541568771,20639,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
lichinga,Cidade de Lichinga,controle,1986,0.0,0,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
lichinga,Cidade de Lichinga,controle,1987,0.0,0,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
lichinga,Cidade de Lichinga,controle,1988,0.0,0,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
lichinga,Cidade de Lichinga,controle,1989,0.1070001123413938,119,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
lichinga,Cidade de Lichinga,controle,1990,0.16093512831835655,179,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
lichinga,Cidade de Lichinga,controle,1991,0.4419191631660817,492,observado,A,"DLR World Settlement Footprint Evolution (30 m, 1985-2015)","TAXA de primeira deteccao, nao estoque. O acumulado e monotonico por construcao (ADR 0008 emenda, ADR 0013): nenhuma contracao e detectavel nesta serie."
