razao_verde,buffer_envelope_m,janela_fecho_px,ano,area_km2,cobertura_poligonos_maus,adotado,nota
0.5,500.0,3,2010,3.994,0.0386,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,3,2015,25.114,0.3797,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,3,2020,39.726,0.5886,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,3,2025,54.59,0.7134,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2010,4.819,0.0452,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2015,27.678,0.4131,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2020,43.397,0.6353,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2025,58.23,0.7463,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2010,5.057,0.0386,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2015,27.245,0.3798,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2020,42.833,0.5886,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2025,60.428,0.7136,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2010,6.195,0.0452,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2015,30.19,0.4131,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2020,46.967,0.6354,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2025,64.647,0.7464,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2010,3.82,0.0524,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2015,26.583,0.4232,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2020,40.892,0.6379,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2025,51.104,0.7424,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2010,4.6,0.0628,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2015,28.785,0.4546,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2020,43.801,0.6783,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2025,53.661,0.7719,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2010,5.386,0.0523,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2015,28.857,0.4234,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2020,44.402,0.6382,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2025,58.752,0.7426,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2010,6.557,0.0627,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2015,31.605,0.4548,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2020,48.049,0.6784,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2025,62.291,0.7723,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2010,6.842,0.0523,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2015,31.567,0.4237,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2020,48.272,0.6384,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2025,65.38,0.7428,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2010,8.477,0.0627,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2015,34.815,0.455,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2020,52.562,0.6786,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2025,69.556,0.7725,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2010,5.194,0.0694,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2015,30.162,0.468,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2020,44.529,0.6773,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2025,53.914,0.7692,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2010,6.215,0.0819,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2015,32.721,0.5019,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2020,47.429,0.7145,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2025,56.425,0.7977,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2000,0.0,0.0,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2005,0.0,0.0,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2010,7.425,0.0695,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2015,33.484,0.4683,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2020,49.473,0.6775,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2025,62.844,0.7695,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2010,9.104,0.082,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2015,36.751,0.5029,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2020,53.317,0.7153,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2025,66.245,0.7983,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,750.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,750.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,750.0,3,2010,9.527,0.0694,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,750.0,3,2015,36.955,0.4686,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
