razao_verde,buffer_envelope_m,janela_fecho_px,ano,area_km2,cobertura_poligonos_maus,adotado,nota
0.5,500.0,3,2010,3.956,0.0386,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,3,2015,22.094,0.3285,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,3,2020,36.657,0.5367,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,3,2025,54.249,0.7065,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2010,4.737,0.0445,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2015,24.924,0.3669,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2020,40.657,0.589,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,500.0,5,2025,57.892,0.7399,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2010,5.091,0.0386,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2015,24.2,0.3286,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2020,39.753,0.5368,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,3,2025,60.068,0.7067,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2010,6.221,0.0446,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2015,27.434,0.3669,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2020,44.275,0.5891,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.5,750.0,5,2025,64.309,0.7401,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2010,3.816,0.0525,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2015,23.368,0.3694,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2020,37.822,0.5865,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,3,2025,50.721,0.7358,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2010,4.61,0.0629,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2015,26.139,0.4102,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2020,41.17,0.634,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,250.0,5,2025,53.336,0.7664,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2010,5.386,0.0524,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2015,25.646,0.3695,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2020,41.323,0.5868,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,3,2025,58.389,0.736,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2010,6.592,0.0628,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2015,28.947,0.4103,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2020,45.412,0.6341,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,500.0,5,2025,61.991,0.7667,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2010,6.92,0.0524,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2015,28.336,0.3698,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2020,45.193,0.5869,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,3,2025,65.002,0.7363,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2010,8.658,0.0627,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2015,32.16,0.4106,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2020,49.921,0.6343,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.55,750.0,5,2025,69.262,0.767,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2010,5.208,0.0696,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2015,26.986,0.4146,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2020,41.67,0.6291,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,3,2025,53.554,0.7632,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2010,6.227,0.0822,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2015,30.105,0.4582,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2020,45.018,0.6742,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,250.0,5,2025,56.084,0.7922,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2000,0.0,0.0,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2005,0.0,0.0,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2010,7.444,0.0696,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2015,30.301,0.4149,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2020,46.597,0.6294,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,3,2025,62.491,0.7635,True,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2010,9.13,0.0822,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2015,34.115,0.4591,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2020,50.889,0.6751,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,500.0,5,2025,65.895,0.7927,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,750.0,3,2000,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,750.0,3,2005,0.0,0.0,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,750.0,3,2010,9.643,0.0695,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
0.6,750.0,3,2015,33.757,0.4152,False,"Varredura dos três parâmetros livres da regra de pegada minerária (docs/ADR/0011). A linha com adotado=True é a configuração publicada em pegada_por_ano.csv. Área após permanência, acumulada desde 2006. AUDITORIA, não produto: nenhum número do artigo ou do app sai daqui."
