ano,unidade,variante_mascara,classe,soma_radiancia_aoi_total,soma_radiancia_piso_por_area,soma_radiancia_teto_por_presenca,share_piso,share_teto,razao_teto_sobre_piso,fracao_area_aoi_da_classe,n_pixels_luz_com_a_classe,n_pixels_luz_total,ano_mascara_usada,distancia_anos_ate_ancora,selo,janela_homogenea_E4,catraca_R2_na_classe,fracao_estoque_urbano_herdada_da_uniao,acuracia_usuario_construido_do_ano_ancora,nota
2005,tete_aoi,mascara_ancora_mais_proxima,reassentamento,410.59,0.0,0.0,0.0,0.0,,0.0,0,10452,2005,0,observado (luz) / classificado (mascara do proprio ano),False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2005,tete_aoi,mascara_ancora_mais_proxima,resto,410.59,266.494,95.921,0.64905,0.23362,0.36,0.99179,10059,10452,2005,0,observado (luz) / classificado (mascara do proprio ano),False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2005,tete_aoi,mascara_fixa_2020,industrial,410.59,0.0,0.0,0.0,0.0,,0.01664,435,10452,2020,15,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2005,tete_aoi,mascara_fixa_2020,urbano,410.59,206.93,336.147,0.50398,0.81869,1.62,0.01582,528,10452,2020,15,"interpolado (mascara de outro ano-ancora, nao do ano)",False,True,0.127,0.4762,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2005,tete_aoi,mascara_fixa_2020,reassentamento,410.59,0.0,0.0,0.0,0.0,,0.00028,28,10452,2020,15,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2005,tete_aoi,mascara_fixa_2020,resto,410.59,203.66,74.443,0.49602,0.18131,0.37,0.96726,9461,10452,2020,15,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2008,tete_aoi,mascara_ancora_mais_proxima,industrial,862.931,4.07,18.76,0.00472,0.02174,4.61,0.00298,234,10452,2010,2,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2008,tete_aoi,mascara_ancora_mais_proxima,urbano,862.931,389.578,732.564,0.45146,0.84892,1.88,0.01129,447,10452,2010,2,"interpolado (mascara de outro ano-ancora, nao do ano)",False,True,0.034,0.2857,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2008,tete_aoi,mascara_ancora_mais_proxima,reassentamento,862.931,0.0,0.0,0.0,0.0,,0.00048,16,10452,2010,2,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2008,tete_aoi,mascara_ancora_mais_proxima,resto,862.931,469.284,111.607,0.54383,0.12934,0.24,0.98525,9755,10452,2010,2,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2008,tete_aoi,mascara_fixa_2020,industrial,862.931,4.796,22.077,0.00556,0.02558,4.6,0.01664,435,10452,2020,12,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2008,tete_aoi,mascara_fixa_2020,urbano,862.931,453.741,743.416,0.52581,0.8615,1.64,0.01582,528,10452,2020,12,"interpolado (mascara de outro ano-ancora, nao do ano)",False,True,0.127,0.4762,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2008,tete_aoi,mascara_fixa_2020,reassentamento,862.931,0.0,0.0,0.0,0.0,,0.00028,28,10452,2020,12,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2008,tete_aoi,mascara_fixa_2020,resto,862.931,404.395,97.439,0.46863,0.11292,0.24,0.96726,9461,10452,2020,12,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2010,tete_aoi,mascara_ancora_mais_proxima,industrial,1739.848,105.084,296.083,0.0604,0.17018,2.82,0.00298,234,10452,2010,0,observado (luz) / classificado (mascara do proprio ano),False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2010,tete_aoi,mascara_ancora_mais_proxima,urbano,1739.848,684.539,1233.089,0.39345,0.70873,1.8,0.01129,447,10452,2010,0,observado (luz) / classificado (mascara do proprio ano),False,True,0.034,0.2857,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2010,tete_aoi,mascara_ancora_mais_proxima,reassentamento,1739.848,0.0,0.0,0.0,0.0,,0.00048,16,10452,2010,0,observado (luz) / classificado (mascara do proprio ano),False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
