unidade,cenario,migracao_liquida_pp,horizonte,taxa_anual_pct,populacao,populacao_ajustada_3_7pct,domicilios_central_5_0,domicilios_faixa_4_5_a_5_5,area_construida_km2_via_intensidade,area_construida_km2_via_taxa_wsf,selo,premissa_taxa,premissa_domicilio,premissa_contaminada,circularidade
Cidade de Tete,declinio,1.0,2035,4.677,726950,753847,145390,132173-161544,53.19,54.83,modelado,CAGR INE 2017-2025 = 5.177%/ano (MODELADO na ponta de 2025) -1.5 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.","SIM - area via intensidade de uso: a intensidade (73.2 m2/hab em 2025) vem da serie propria com catraca R2 (ADR 0013). A variante via taxa WSF (2.12 km2/ano, media 2011-2015) tem OUTRO vies (ano de primeira deteccao, e o WSF termina em 2015), nao o mesmo.","a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Cidade de Tete,declinio,1.0,2040,4.677,913610,947414,182722,166111-203024,66.84,65.41,modelado,CAGR INE 2017-2025 = 5.177%/ano (MODELADO na ponta de 2025) -1.5 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.","SIM - area via intensidade de uso: a intensidade (73.2 m2/hab em 2025) vem da serie propria com catraca R2 (ADR 0013). A variante via taxa WSF (2.12 km2/ano, media 2011-2015) tem OUTRO vies (ano de primeira deteccao, e o WSF termina em 2015), nao o mesmo.","a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Cidade de Tete,diversificacao,-1.0,2035,5.677,799460,829040,159892,145356-177658,58.49,54.83,modelado,CAGR INE 2017-2025 = 5.177%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario -1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.","SIM - area via intensidade de uso: a intensidade (73.2 m2/hab em 2025) vem da serie propria com catraca R2 (ADR 0013). A variante via taxa WSF (2.12 km2/ano, media 2011-2015) tem OUTRO vies (ano de primeira deteccao, e o WSF termina em 2015), nao o mesmo.","a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Cidade de Tete,diversificacao,-1.0,2040,5.677,1053656,1092642,210731,191574-234146,77.09,65.41,modelado,CAGR INE 2017-2025 = 5.177%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario -1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.","SIM - area via intensidade de uso: a intensidade (73.2 m2/hab em 2025) vem da serie propria com catraca R2 (ADR 0013). A variante via taxa WSF (2.12 km2/ano, media 2011-2015) tem OUTRO vies (ano de primeira deteccao, e o WSF termina em 2015), nao o mesmo.","a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Cidade de Tete,diversificacao,0.0,2035,6.677,878415,910917,175683,159712-195203,64.27,54.83,modelado,CAGR INE 2017-2025 = 5.177%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario +0.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.","SIM - area via intensidade de uso: a intensidade (73.2 m2/hab em 2025) vem da serie propria com catraca R2 (ADR 0013). A variante via taxa WSF (2.12 km2/ano, media 2011-2015) tem OUTRO vies (ano de primeira deteccao, e o WSF termina em 2015), nao o mesmo.","a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Cidade de Tete,diversificacao,0.0,2040,6.677,1213539,1258440,242708,220643-269675,88.79,65.41,modelado,CAGR INE 2017-2025 = 5.177%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario +0.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.","SIM - area via intensidade de uso: a intensidade (73.2 m2/hab em 2025) vem da serie propria com catraca R2 (ADR 0013). A variante via taxa WSF (2.12 km2/ano, media 2011-2015) tem OUTRO vies (ano de primeira deteccao, e o WSF termina em 2015), nao o mesmo.","a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Cidade de Tete,diversificacao,1.0,2035,7.677,964320,1000000,192864,175331-214293,70.55,54.83,modelado,CAGR INE 2017-2025 = 5.177%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.","SIM - area via intensidade de uso: a intensidade (73.2 m2/hab em 2025) vem da serie propria com catraca R2 (ADR 0013). A variante via taxa WSF (2.12 km2/ano, media 2011-2015) tem OUTRO vies (ano de primeira deteccao, e o WSF termina em 2015), nao o mesmo.","a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Cidade de Tete,diversificacao,1.0,2040,7.677,1395842,1447488,279168,253789-310187,102.13,65.41,modelado,CAGR INE 2017-2025 = 5.177%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.","SIM - area via intensidade de uso: a intensidade (73.2 m2/hab em 2025) vem da serie propria com catraca R2 (ADR 0013). A variante via taxa WSF (2.12 km2/ano, media 2011-2015) tem OUTRO vies (ano de primeira deteccao, e o WSF termina em 2015), nao o mesmo.","a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,continuidade,-1.0,2035,2.71,456122,472998,91224,82931-101360,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +0.0 p.p. do cenario -1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,continuidade,-1.0,2040,2.71,521368,540659,104274,94794-115860,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +0.0 p.p. do cenario -1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,continuidade,0.0,2035,3.71,502528,521121,100506,91369-111673,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +0.0 p.p. do cenario +0.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,continuidade,0.0,2040,3.71,602925,625233,120585,109623-133983,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +0.0 p.p. do cenario +0.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,continuidade,1.0,2035,4.71,553140,573606,110628,100571-122920,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +0.0 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,continuidade,1.0,2040,4.71,696267,722029,139253,126594-154726,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +0.0 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,declinio,-1.0,2035,1.21,393720,408288,78744,71586-87493,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) -1.5 p.p. do cenario -1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,declinio,-1.0,2040,1.21,418124,433594,83625,76023-92916,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) -1.5 p.p. do cenario -1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,declinio,0.0,2035,2.21,434398,450470,86880,78981-96533,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) -1.5 p.p. do cenario +0.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,declinio,0.0,2040,2.21,484568,502497,96914,88103-107682,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) -1.5 p.p. do cenario +0.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,declinio,1.0,2035,3.21,478819,496535,95764,87058-106404,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) -1.5 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,declinio,1.0,2040,3.21,560764,581512,112153,101957-124614,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) -1.5 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,diversificacao,-1.0,2035,4.21,527288,546797,105458,95870-117175,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario -1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,diversificacao,-1.0,2040,4.21,648029,672006,129606,117823-144006,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario -1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,diversificacao,0.0,2035,5.21,580128,601593,116026,105478-128917,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario +0.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,diversificacao,0.0,2040,5.21,747840,775510,149568,135971-166187,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario +0.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
Distrito de Moatize,diversificacao,1.0,2035,6.21,637687,661282,127537,115943-141708,,,modelado,CAGR INE 2017-2025 = 3.71%/ano (MODELADO na ponta de 2025) +1.5 p.p. do cenario +1.0 p.p. de migracao liquida,"tamanho medio do domicilio 4,5-5,5 pessoas: PREMISSA declarada. Nao ha contagem de domicilios em nivel A (ADR 0010); as taxas de acesso a agua/saneamento do Censo 2017 sao nivel C. A demanda e reportada como TOTAL A SERVIR, nunca como deficit.",area nao projetada: a forma urbana e medida sobre a vila de Moatize e a populacao sobre o DISTRITO (config/unidades.yaml). Razao area/populacao invalida.,"a base de 2025 e a projecao do INE; projetar sobre ela reencena a premissa do INE. Declarado, nao corrigido."
