unidade,adm2_nome,adm2_pcode,papel,ano,soma_radiancia,media_radiancia,max_radiancia,n_pixels,n_acesos,frac_acesos,soma_radiancia_adm2_int_recorte,cobertura_adm2_no_recorte,janela_homogenea,geometria,selo,nivel_fonte,fonte
tete_aoi,Cidade de Tete,MZ0501,tratada,2021,7725.574998497963,0.7391480098065406,63.70500183105469,10452,1471,0.14073861461921164,3863.169921875,0.8453,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
tete_aoi,Cidade de Tete,MZ0501,tratada,2022,7259.210007309914,0.6945283206381471,49.86000061035156,10452,1469,0.14054726368159204,3888.705078125,0.8453,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
tete_aoi,Cidade de Tete,MZ0501,tratada,2023,8384.539993047714,0.8021947945893335,47.68499755859375,10452,1523,0.1457137389973211,4642.54052734375,0.8453,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
tete_aoi,Cidade de Tete,MZ0501,tratada,2024,8694.230002880096,0.8318245314657574,54.869998931884766,10452,1538,0.14714887102946805,4877.39501953125,0.8453,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
tete_aoi,Cidade de Tete,MZ0501,tratada,2025,9366.065004348755,0.8961026601941021,49.875,10452,1585,0.1516456180635285,5601.75537109375,0.8453,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2000,211.44103805348277,0.047102035654596294,9.78079605102539,4489,89,0.019826241924704835,211.44105529785156,1.0,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2005,512.4750325535424,0.1141624042222193,12.380112648010254,4489,187,0.04165738471820005,512.455810546875,1.0,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2008,763.1903712305684,0.17001344870362406,18.55453109741211,4489,239,0.05324125640454444,763.1903686523438,1.0,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2010,751.7590600225885,0.16746693250670272,17.0551700592041,4489,308,0.06861216306527067,749.6962890625,1.0,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2011,1125.5533814105293,0.2507358835844351,28.066328048706055,4489,504,0.11227444865226108,1070.3026123046875,1.0,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2012,1716.692968864576,0.3824221360803243,47.094539642333984,4489,332,0.073958565382045,1708.7315673828125,1.0,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2013,1191.5870125293732,0.26544598185105217,27.811338424682617,4489,222,0.04945422143016262,1179.61767578125,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2014,1310.7211791276932,0.2919851145305621,32.48883819580078,4489,251,0.05591445756293161,1290.98779296875,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2015,1545.9761109352112,0.34439209421590805,34.35609436035156,4489,293,0.0652706616172867,1493.7996826171875,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2016,1447.3974982500076,0.3224320557473842,32.449302673339844,4489,295,0.06571619514368456,1398.234130859375,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2017,1388.783588051796,0.3093748246940958,31.20192527770996,4489,335,0.07462686567164178,1297.5408935546875,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2018,1341.7599954605103,0.29889953117854984,29.25,4489,344,0.07663176654043216,1254.31005859375,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2019,1343.6950064897537,0.2993305873222886,30.815000534057617,4489,349,0.07774560035642682,1262.25,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2020,1458.4200056791306,0.32488750404970607,28.985000610351562,4489,433,0.096458008465137,1337.7349853515625,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2021,1664.7449989318848,0.37084985496366335,30.395000457763672,4489,478,0.10648251280908888,1498.6900634765625,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2022,2016.9600011110306,0.449311650949216,27.415000915527344,4489,568,0.12653152149699265,1786.530029296875,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2023,2444.174996495247,0.5444809526610039,35.11000061035156,4489,619,0.1378926264201381,2170.4951171875,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2024,2718.7900005578995,0.6056560482419023,33.904998779296875,4489,688,0.15326353308086432,2374.920166015625,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
chimoio,Cidade de Chimoio,MZ0601,controle,2025,3051.235005736351,0.6797137459871577,33.31999969482422,4489,715,0.15927823568723545,2690.669921875,1.0,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2000,398.5390236778185,0.08878124831316964,19.360658645629883,4489,100,0.022276676319893073,253.73336791992188,0.5344,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2005,532.7308442537969,0.11867472583065203,19.514556884765625,4489,166,0.0369792826910225,527.3461303710938,0.5344,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2008,538.5422978369752,0.11996932453485747,27.61502456665039,4489,157,0.03497438182223212,533.3261108398438,0.5344,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2010,788.4401036227187,0.17563824986026255,29.935897827148438,4489,269,0.059924259300512366,768.2332153320312,0.5344,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2011,570.3240731854457,0.12704924775795182,20.86686134338379,4489,239,0.05324125640454444,534.470458984375,0.5344,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2012,1042.221647169441,0.23217234287579439,30.74289894104004,4489,154,0.034306081532635334,995.4631958007812,0.5344,False,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2013,1030.002566933632,0.22945033792239516,42.492591857910156,4489,130,0.028959679215860994,1008.3453369140625,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2014,1007.0423686504364,0.22433556886844205,36.823394775390625,4489,152,0.033860548006237466,984.42236328125,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2015,1051.4122120141983,0.23421969525823086,35.2579345703125,4489,154,0.034306081532635334,1044.779296875,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2016,1048.0840213298798,0.23347828499217638,34.550086975097656,4489,158,0.035197148585431055,1039.5018310546875,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2017,1087.0274554491043,0.24215358775876683,35.85101318359375,4489,186,0.04143461795500111,1050.04052734375,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2018,1116.8099982738495,0.24878814842366886,37.25,4489,182,0.04054355090220539,1082.6400146484375,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2019,1046.464996099472,0.23311761998206104,33.81999969482422,4489,176,0.03920695032301181,1016.5249633789062,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2020,1022.9650033712387,0.2278826026667941,31.875,4489,194,0.04321675206059256,1008.6600952148438,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2021,1072.210004210472,0.23885275210747875,32.375,4489,214,0.04767208732457118,1039.030029296875,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
quelimane,Quelimane,MZ0401,controle,2022,1106.8800013065338,0.24657607514068475,31.400001525878906,4489,223,0.04967698819336155,1087.510009765625,0.5344,True,recorte fixo (EMENDA E6); ADM2 apenas como sensibilidade,observado,A,"Chen, Z., Yu, B. et al. (2021) ESSD 13:889-906, DOI 10.5194/essd-13-889-2021; dataset Harvard Dataverse 10.7910/DVN/YGIVCD (CC0). ATENCAO: prefixo de arquivo 'viirs_like_li2020_' e heranca de erro; NAO e Li et al. 2020."
